Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -rpkm -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM
NM_016890	chr4	41714798	41723163	-	957.0	1	Dctn3|p24|-|4|4 B1|protein-coding	49.876	65.894	48.293	70.497	40.629	48.563	48.350	48.833	69.981	72.494	50.243
NM_011344	chr12	91806043	91849157	-	6127.0	1	Sel1l|AW493766|Sel1h|mKIAA4137|-|12|12 E|protein-coding	14.367	15.741	13.483	13.951	11.340	12.959	13.531	14.006	15.782	15.804	12.164
NM_133966	chr8	123996313	124021309	-	2883.0	1	Taf5l|1110005N04Rik|AI849020|-|8 E2|8|protein-coding	27.513	21.459	38.053	29.013	29.503	35.796	33.790	27.332	22.759	25.934	33.370
NM_172785	chr10	7832470	7870397	+	4085.0	1	Zc3h12d|D730019B10Rik|-|10 A1|10|protein-coding	9.944	12.158	21.707	19.227	11.198	17.220	18.254	11.637	11.930	15.124	7.416
NM_016916	chr2	157556362	157566361	-	2076.0	1	Blcap|AI462828|Bc10|RP23-169M4.5|2 H1|2 78.4 cM|protein-coding	4.705	2.521	4.954	3.025	6.818	6.628	5.668	5.467	2.878	3.095	3.887
NM_134122	chr17	35861318	35865400	+	1458.0	1	Nrm|2610307M02Rik|AI429796|-|17 B1|17|protein-coding	17.238	38.898	12.300	26.352	9.531	14.301	14.915	17.146	41.410	27.182	9.940
NM_177066	chr3	154786291	155055407	-	3015.0	1	Tnni3k|Cark|D830019J24Rik|-|3 H4|3|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_016866	chr2	68210447	68471981	-	3227.0	1	Stk39|AW227544|AW556857|DCHT|RF005|Rnl5|SPAK|RP23-27J1.4|2|2 C3|protein-coding	6.762	14.829	8.867	17.298	2.889	9.877	7.081	10.866	21.355	26.553	3.182
NM_175340	chr13	47012557	47014850	-	2291.0	1	Nhlrc1|AI505271|B230309E09Rik|EPM2B|-|13 A5|13|protein-coding	0.018	0.162	0.058	0.038	1.563	0.429	0.050	0.000	0.135	0.078	1.143
NM_153198	chr12	31926455	31950535	-	2928.0	1	Hbp1|1700058O05Rik|BE629963|C330012F01Rik|C86454|-|12 A3|12|protein-coding	44.857	20.805	42.467	28.701	39.190	39.681	39.189	43.129	26.769	31.736	39.668
NM_001277184	chrX	8975718	8976589	-	856.5	2	Gm14499|EG434728|Fthl17L4|OTTMUSG00000016862|-|X A1.1|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_016708	chr8	66679965	66688094	-	2310.0	1	Npy5r|NPY5-R|NPYY5-R|Y5R|-|8 B3-C2|8 33.15 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_025590	chr4	106744561	106799831	-	5650.0	1	Acot11|1110020M10Rik|2010309H15Rik|AW060409|BFIT|BFIT1|Thea|Them1|mKIAA0707|RP23-97O7.8|4 C7|4|protein-coding	3.797	4.078	2.089	3.273	1.077	2.075	2.049	3.136	4.807	4.223	2.483
NM_001162418	chr2	125087742	125123660	-	2910.0	1	Myef2|9430071B01|mKIAA1341|RP24-221D3.2|2 F1|2 61.16 cM|protein-coding	6.263	12.237	6.457	8.632	4.241	6.803	5.889	8.536	11.374	9.017	3.615
NM_001252577	chr6	130044017	130067271	-	950.0	1	Klra4|Chok|Klra32|Klra33|Ly-49d|Ly49d|ly49r<129>|RP23-128D23.4|6 F3|6 63.44 cM|protein-coding	10.668	0.347	1.180	0.000	1.136	0.222	0.601	5.353	0.286	0.000	2.446
NM_010590	chr14	54567469	54577661	-	3493.0	1	Ajuba|Jub|-|14 C3|14|protein-coding	0.281	0.224	0.132	0.225	0.222	0.301	0.371	0.138	0.100	0.090	0.121
NM_009054	chr13	21179931	21194723	+	4194.0	1	Trim27|AW538890|Gm19403|Rfp|-|13 A3.1|13 7.67 cM|protein-coding	24.272	19.389	25.419	18.842	27.072	24.690	26.324	23.422	19.521	22.499	26.062
NM_146539	chr8	72099762	72100706	+	943.0	1	Olfr373|MOR282-2|-|8 B3.3|8|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001102446	chrX	150547417	150570622	+	1921.0	1	Alas2|ALAS|ALAS-E|ALASE|Alas-2|RP23-338A17.1|X F3|X 68.46 cM|protein-coding	0.362	0.107	0.137	0.250	1.191	0.329	0.099	0.725	0.182	0.234	4.157
NM_027514	chr7	19903578	19921143	-	2878.0	1	Pvr|3830421F03Rik|CD155|D7Ertd458e|HVED|PVS|Taa1|Tage4|mE4|necl-5|-|7 A3|7 9.95 cM|protein-coding	15.321	7.261	10.813	6.440	5.578	11.709	9.276	18.080	7.402	9.836	6.871
NM_025902	chr3	135406412	135423433	-	2864.0	1	Cisd2|1500009M05Rik|1500026J14Rik|1500031D15Rik|AI848398|B630006A20Rik|Miner1|Noxp70|Zcd2|-|3 G3|3|protein-coding	21.460	21.587	19.889	23.496	23.867	25.297	22.419	23.645	22.937	23.863	20.270
NM_007666	chr15	13034200	13173639	-	2618.0	1	Cdh6|K-cadherin|cad6|cadherin-6|-|15 A1|15|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_007688	chr12	54858819	54862877	-	2932.0	1	Cfl2|-|-|12 C1|12|protein-coding	6.690	2.390	3.913	1.383	4.798	4.789	4.390	7.340	3.070	2.667	3.703
NM_023374	chr4	140961271	140979192	+	1063.0	1	Sdhb|0710008N11Rik|RP23-183L1.3|4|4 E1|protein-coding	68.929	120.507	66.798	125.868	61.950	64.590	67.998	60.733	139.766	144.648	57.197
NM_026352	chr3	79591389	79603650	+	1716.0	1	Ppid|4930564J03Rik|CYP-40|Ppidl|Ppif|-|3|3 F1|protein-coding	22.909	20.416	24.704	24.880	29.951	28.597	22.570	21.712	24.262	25.975	25.976
NM_177347	chr4	88643641	88644459	-	816.0	1	Ifna13|-|RP23-139P14.1|4 C4|4 42.02 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_018801	chr19	10389090	10453181	+	6331.0	1	Syt7|AI851541|B230112P13Rik|-|19|19 B|protein-coding	0.000	0.000	0.010	0.000	0.000	0.000	0.006	0.000	0.000	0.014	0.000
NM_001190356	chr17	88125512	88131116	+	482.0	1	Gm4832|EG225058|-|17 E4|17|protein-coding	0.509	0.257	0.547	0.271	1.074	0.583	1.501	0.444	0.403	0.373	0.351
NM_001291162	chr2	167035796	167043495	-	4141.0	1	Znfx1|AI481105|RP23-19L12.5|2 H3|2|protein-coding	17.082	15.776	21.685	14.628	20.582	21.548	21.318	18.693	15.526	16.689	19.927
NM_001013771	chr1	59516264	59634509	+	3573.0	1	Gm973|AW554518|-|1 C1.3|1|protein-coding	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000
NM_001177767	chr4	147021850	147060799	+	3991.0	1	Rex2|Gm13138|OTTMUSG00000010655|-|4 E1|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_019870	chrX	73916870	73921944	-	955.0	1	Naa10|2310039H09Rik|Ard1|Ard1a|Te2|RP23-252M19.3|X A7.3|X|protein-coding	30.681	36.900	28.788	43.656	44.058	35.286	35.611	22.029	41.564	40.040	39.730
NR_106060	chrX	74317362	74317429	+	67.0	1	Mir7092|mmu-mir-7092|-|-|ncRNA	1.220	0.000	0.984	1.302	1.288	0.000	0.568	0.000	0.579	0.000	0.000
NM_012006	chr12	84009502	84017669	+	1553.0	1	Acot1|ACH2|CTE-1|CTE-I|Cte1|D12Ucla1|-|12 D1|12 39.0 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054
NM_001033205	chr7	24583838	24587641	-	2735.0	1	Zfp575|AI326876|Znf575|-|7 A3|7|protein-coding	0.000	0.075	0.000	0.144	0.000	0.000	0.014	0.157	0.184	0.049	0.015
NM_011124	chr4	42772860	42773991	-	862.0	2	Ccl21a|6CKBAC2|6Ckine|ALP|AW987545|CKb9|SCYA21a|SLC|Scya21|Scya21b|Tca4|plt|RP23-411B7.4|4 A5|4 22.81 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.539
NM_001166841	chr7	22789859	22790782	-	922.0	1	Vmn1r158|EG667554|Gm16455|-|7 A3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_182805	chr15	76696764	76699675	+	1737.0	1	Gpt|1300007J06Rik|2310022B03Rik|ALT|Gpt-1|Gpt1|-|15 D3|15 36.28 cM|protein-coding	3.929	3.583	4.858	3.640	3.950	3.961	4.955	2.311	3.306	4.035	4.695
NR_015480	chr7	45366163	45367948	+	683.0	1	Mtag2|MAG|-|7 B4|7|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000
NM_009301	chr2	164332765	164334394	+	596.0	1	Svs5|BB115186|Semg1|Svp-1|Svp1|Svp5|RP23-462O16.3|2 H3|2 85.16 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_030888	chr15	10952332	10980162	+	2342.0	1	C1qtnf3|2310005P21Rik|CORS-26|CORS26|CTRP3|Corcs|Cors|-|15 A2|15|protein-coding	0.105	0.000	0.000	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.018
NR_033783	chr14	48878873	48887112	+	1625.0	1	4933429O19Rik|1700031B11Rik|-|14|14|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001199677	chr5	135072900	135078266	-	1538.0	1	Vps37d|Wbscr24|-|5 G2|5|protein-coding	0.053	0.214	0.000	0.142	0.000	0.000	0.000	0.000	0.151	0.058	0.000
NM_001177487	chr8	21249762	21250461	+	279.0	1	Gm15292|ENSMUSG00000074441|OTTMUSG00000019784|-|8 A2|8|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_207655	chr11	16752203	16913907	+	5935.0	1	Egfr|9030024J15Rik|AI552599|Erbb|Errb1|Errp|Wa5|wa-2|wa2|RP23-295E4.1|11 A1-A4|11 9.41 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_175020	chr6	40895262	40900387	-	979.0	1	Prss58|1700020H15|Tryx3|-|6 B1|6|protein-coding	0.000	0.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_010468	chr2	74711993	74748271	+	2897.0	1	Hoxd3|Hox-4.1|Hox-5.5|RP23-190O13.1|2 C2|2 44.13 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_021340	chr14	37037490	37048964	-	1650.0	1	Rgr|-|-|14 B|14|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_145508	chr1	131128441	131138234	-	2067.0	1	Dyrk3|BC006704|-|1 E4|1|protein-coding	0.336	1.914	0.574	3.502	0.292	0.509	1.271	0.311	1.108	1.935	0.123
NM_183015	chrX	6979652	7041619	-	4538.0	1	Ccnb3|-|RP23-163A2.2|X A2-A3|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_027852	chr6	48569698	48572670	-	700.0	1	Rarres2|0610007L05Rik|AI303516|-|6 B2.3|6|protein-coding	6.538	7.654	5.369	3.364	7.521	5.717	6.529	4.665	8.592	8.666	5.915
NM_134025	chr11	83294645	83298977	-	2720.0	1	Pex12|AI451906|RP23-381B19.5|11 C|11|protein-coding	4.207	2.803	2.739	2.902	4.157	4.465	4.690	4.861	3.138	3.469	2.672
NM_144783	chr2	105126529	105173614	+	3080.0	1	Wt1|D630046I19Rik|Wt-1|RP23-232D1.2|2 E|2 55.06 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_019651	chr9	56994968	57062807	+	4041.0	1	Ptpn9|MEG2|-|9 C|9|protein-coding	5.117	8.027	6.069	7.069	7.465	6.046	6.870	3.908	6.549	7.895	5.876
NM_001163528	chr2	127138769	127142590	-	3509.0	1	Itpripl1|1700041B20Rik|RP23-26A12.4|2 F1|2 61.79 cM|protein-coding	11.064	11.182	10.315	10.813	7.982	9.343	10.386	12.586	12.164	14.022	7.550
NM_001033766	chr14	35809486	35811978	-	1157.0	1	4930596D02Rik|-|-|14 B|14|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_183427	chrX	165129017	165326981	-	2727.0	1	Glra2|-|RP23-426J13.1|X F5|X 76.75 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_121594	chr6	89140994	89147370	+	2416.0	1	Gm1965|AU018164|AU021089|AU023851|C86079|-|6 D1|6|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_178407	chr5	62602446	62766177	-	7327.0	1	Arap2|Centd1|Gm148|mKIAA0580|-|5 C3.1|5|protein-coding	14.970	19.474	14.928	16.975	15.932	16.538	16.004	17.937	17.677	15.767	16.665
NM_001105151	chr7	8010339	8035143	-	2551.5	4	Vmn2r47|-|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001033202	chr5	114100333	114122924	+	2775.0	1	Usp30|6330590F17Rik|AI851327|D5Ertd483e|-|5 F|5 55.96 cM|protein-coding	13.681	10.100	10.668	12.337	10.217	9.386	11.555	14.700	13.759	13.197	11.237
NM_008875	chr3	27984171	28133362	+	4904.0	1	Pld1|AA536939|C85393|Pld1a|Pld1b|-|3 A3|3 11.15 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.109	0.008	0.009	0.017
NM_175011	chr16	58635262	58638403	-	671.0	1	E330017A01Rik|-|-|16 C1.2|16|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001081301	chr6	42538067	42539020	-	952.0	1	Olfr455|EG546896|MOR0-17_p|MOR0-2P|MORO-2|Olfr455-ps1|-|6 B2.1|6|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001195229	chr14	14820815	15006693	+	3312.0	1	Nek10|Gm282|-|14 A2|14|protein-coding	0.716	0.025	0.000	0.000	0.000	0.000	0.000	1.277	0.047	0.000	0.000
NM_001033980	chr8	120166397	120177469	-	1179.0	1	Fam92b|1700120B06Rik|-|8 E1|8|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000
NM_019642	chr2	157279098	157326318	+	2697.0	1	Rpn2|1300012C06Rik|AV261018|Rpn-2|RP23-163J20.6|2 H1|2 78.2 cM|protein-coding	81.958	113.974	81.795	108.905	88.405	91.679	92.307	77.450	104.967	105.710	73.427
NR_033402	chr5	30058200	30073625	-	3801.0	1	Tyms|Ts|-|5 B1|5 15.81 cM|protein-coding	3.290	18.174	2.949	17.635	0.897	2.734	2.655	2.394	16.721	17.224	0.556
NM_007820	chr5	145436309	145469723	-	1715.0	1	Cyp3a16|-|-|5 G2|5 85.17 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_027195	chr4	148804392	148945130	+	4369.0	1	Casz1|2410019P08Rik|AV096627|BC040081|Cst|D4Ertd432e|RP23-230I5.1|4 E2|4 78.87 cM|protein-coding	0.290	0.953	0.860	0.988	1.373	0.305	0.584	0.221	1.128	1.090	0.870
NM_172555	chr11	23862646	23895270	-	3740.0	1	Papolg|9630006B20Rik|RP23-42P24.1|11 A3.2|11|protein-coding	12.424	10.513	14.579	9.480	14.227	18.752	15.865	17.720	10.499	11.594	14.427
NM_001005485	chr17	37529957	37530997	+	1038.0	1	Olfr111|-|-|17 B1|17|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_008644	chr5	88317312	88328817	+	1161.0	1	Prol1|Muc10|-|5 E1|5|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_177391	chr15	82341179	82345710	+	2741.0	1	Fam109b|C920005C14Rik|IPIP27B|Ses2|-|15 E1|15|protein-coding	2.043	2.376	0.722	1.193	0.409	0.896	0.834	2.890	3.242	2.115	0.401
NM_172749	chr7	127877701	127885996	+	6305.0	1	Zfp646|6820429M01|-|7 F3|7|protein-coding	18.835	14.185	19.251	14.138	23.880	17.158	20.138	18.993	15.194	14.681	23.729
NR_045627	chr15	99251788	99262041	+	385.0	1	1700120C14Rik|-|-|15|15|ncRNA	0.743	1.071	0.171	2.265	0.560	0.365	0.297	0.000	2.016	1.634	0.219
NM_008503	chr17	24720063	24721927	+	991.0	1	Rps2|Llrep3|S4|-|17 A3.3|17|protein-coding	97.442	89.336	179.626	129.292	293.719	203.102	210.477	83.782	93.382	131.535	296.912
NR_033776	chr6	10971468	10974378	-	1032.0	1	AA545190|-|-|6 A1|6|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001277322	chr9	21368532	21405363	+	3495.0	1	Ilf3|MBII-26|MPHOSPH4|NF90|NFAR|-|9 A4-A5|9 7.78 cM|protein-coding	23.058	22.501	20.788	20.826	25.930	16.291	19.744	22.071	26.845	23.154	31.516
NR_030480	chr4	124743781	124743889	+	108.0	1	Mir698|Mirn698|mir-698|mmu-mir-698|-|4|4|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.248	0.000
NM_153524	chr7	47980794	47982296	-	1500.0	1	Mrgpra4|Mgrg10|MrgA4|-|7 B4|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_040738	chr9	114341111	114364627	-	930.0	1	4930525D18Rik|-|-|9|9|ncRNA	0.000	0.000	0.000	0.000	0.000	0.075	0.164	0.230	0.125	0.048	0.454
NM_011220	chr9	50521617	50528641	-	1028.0	1	Pts|PTPS|-|9 A5.3|9|protein-coding	21.228	33.718	16.162	38.477	15.742	17.688	18.264	19.424	39.141	36.191	12.577
NM_007560	chr3	141837136	141982264	-	5336.0	1	Bmpr1b|AI385617|ALK-6|AV355320|Acvrlk6|Alk6|BMPR-1B|BMPR-IB|CFK-43a|SKR6|-|3 H1|3|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_028113	chr2	163644850	163645800	+	950.0	1	0610039K10Rik|-|-|2 H3|2|ncRNA	5.076	5.206	1.041	4.636	2.453	3.104	1.443	3.268	5.596	2.601	1.557
NR_045488	chr12	9565236	9570585	-	472.0	1	1700022H16Rik|-|RP23-228C13.1|12|12|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_021485	chr19	4156977	4163245	-	1475.0	1	Rps6kb2|70kDa|S6K2|-|19 A|19|protein-coding	31.030	22.690	24.226	27.260	15.653	20.657	23.754	26.131	21.887	22.116	20.309
NR_029763	chr7	19181465	19181562	+	97.0	1	Mir330|Mirn330|mmu-mir-330|-|7|7|ncRNA	0.000	0.000	2.039	0.000	0.000	0.000	2.748	1.656	0.000	0.463	0.000
NM_010480	chr12	110691036	110696395	-	2838.0	1	Hsp90aa1|86kDa|89kDa|AL024080|AL024147|Hsp86-1|Hsp89|Hsp90|Hspca|hsp4|RP23-60K23.1|12 F1|12 60.75 cM|protein-coding	7.732	10.732	10.965	9.297	8.257	9.153	8.991	11.261	14.725	13.537	12.714
NR_002863	chr19	59425104	59458635	-	5019.0	1	Emx2os|-|-|19 D3|19|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_207105	chr17	34263227	34269418	+	1185.0	1	H2-Ab1|AI845868|Abeta|H-2Ab|H2-Ab|I-Abeta|IAb|Ia-2|Ia2|Rmcs1|-|17 B1|17 17.98 cM|protein-coding	2.000	0.383	0.223	0.184	5.463	0.000	0.129	0.316	0.262	0.228	32.125
NM_197996	chr10	62185396	62231218	-	3595.0	1	Tspan15|1110036D12Rik|2700063A19Rik|AW048364|Tm4sf15|-|10 B4|10|protein-coding	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.208	0.000	0.050	0.012
NM_001139520	chr2	157097529	157135222	-	3991.0	1	Samhd1|E330031J07Rik|Mg11|RP23-163J20.2|2|2 H2|protein-coding	129.068	104.728	176.709	159.013	91.769	150.927	152.343	95.797	95.385	119.701	69.618
NM_009073	chr19	8927382	8929356	-	1521.0	1	Rom1|M101156|Rgsc1156|Rom-1|Rosp1|Tspan23|-|19 A|19 6.03 cM|protein-coding	25.524	40.267	21.933	55.911	7.575	14.308	11.317	28.332	46.404	57.163	16.723
NR_015555	chr5	136919146	136937109	+	3966.0	1	4933404O12Rik|AW494809|-|-|ncRNA	1.556	1.621	1.629	1.023	0.892	1.009	0.960	1.944	2.064	1.654	1.140
NR_104437	chr12	104763114	104865076	-	11936.0	1	Clmn|9330188N17Rik|AI428889|AI788815|mKIAA1188|-|12|12 F1|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_009021	chr11	60105013	60199195	+	7340.0	1	Rai1|Gt1|RP23-456O18.3|11|11 B2|protein-coding	10.044	7.131	13.087	10.285	18.996	10.990	11.441	9.809	6.576	7.138	21.903
NM_001039595	chr4	143511343	143517831	+	2049.0	1	Gm13043|OTTMUSG00000010136|RP23-58H5.9|4 E1|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_040717	chr5	52199984	52216433	-	2063.0	1	C130083M11Rik|-|-|5 C1|5|ncRNA	0.337	1.279	0.447	1.036	0.209	0.374	0.572	0.675	0.677	0.588	0.348
NM_033217	chr11	95568821	95587698	-	3398.0	1	Ngfr|LNGFR|Tnfrsf16|p75|p75NGFR|p75NTR|RP23-67E18.6|11 D|11 59.01 cM|protein-coding	0.229	0.121	0.000	0.000	0.000	0.000	0.000	0.252	0.251	0.066	0.050
NM_001033141	chr18	35713089	35721491	-	1100.0	1	Ecscr|1110006O17Rik|ARIA|-|18 B2|18|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038
NR_040468	chr1	192841705	192842739	+	401.0	1	1700065J18Rik|-|RP23-381K21.3|1|1|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001291056	chr2	136713450	136782428	+	2109.0	1	Snap25|Bdr|GENA70|SNAP-25|SUP|sp|RP23-142F14.2|2 F3|2 67.56 cM|protein-coding	0.000	0.117	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001037923	chr3	65666228	65686181	+	2458.0	1	Lekr1|EG546798|EG624866|Gm6534|-|3 E1|3|protein-coding	0.050	0.000	0.027	0.053	0.070	0.086	0.000	0.000	0.111	0.183	0.017
NM_029094	chr9	99038402	99140211	-	4828.0	1	Pik3cb|1110001J02Rik|AI447572|p110beta|-|9|9 E4|protein-coding	0.711	0.802	0.929	0.632	2.047	2.167	1.436	0.887	0.884	1.052	0.919
NR_034049	chr7	141448803	141448936	+	133.0	1	Snora52|MBI-20|-|7|7|snoRNA	3.687	4.339	3.966	6.558	15.250	6.334	8.877	8.452	3.501	5.743	20.649
NM_145707	chr7	15625306	15639777	-	1596.0	1	Obox3|Ohx|-|7 A2|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_015514	chr8	94433127	94435103	-	1535.0	1	9330175E14Rik|A630085K21|-|8 C5|8|ncRNA	0.879	2.148	1.160	1.335	1.125	0.503	0.794	0.593	1.719	1.200	1.046
NM_007494	chr2	31470270	31520670	+	1613.0	1	Ass1|AA408052|ASS|Ass-1|fold|RP23-442G9.2|2 B|2 21.81 cM|protein-coding	8.310	5.034	10.872	6.921	10.702	12.187	11.829	6.239	8.612	9.750	6.339
NM_001081362	chr5	144768792	144859773	+	12403.0	1	Trrap|AI481500|-|5 G2|5|protein-coding	21.176	18.014	20.864	15.731	28.009	19.828	19.688	19.616	12.489	12.198	32.464
NM_010266	chr19	21391307	21472661	-	5401.0	1	Gda|AU015411|AW047581|-|19 B|19 14.32 cM|protein-coding	0.000	0.008	0.012	0.000	0.072	0.065	0.000	0.050	0.022	0.017	0.305
NR_045430	chrX	13234641	13236283	-	469.0	1	2010308F09Rik|-|RP23-158L19.7|X|X|ncRNA	0.000	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.000
NR_045855	chr7	82937938	82971391	-	1436.0	1	4933430H16Rik|-|-|7|7|ncRNA	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.000	0.108	0.000	0.000
NM_138942	chr2	27165507	27183204	+	2268.0	1	Dbh|-|RP23-171K6.1|2 A3|2 19.29 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001195034	chr7	44253087	44257204	-	1266.0	1	Acpt|EG546967|Gm1432|-|7 B4|7|protein-coding	0.000	0.000	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100
NM_001290822	chr4	143267409	143299564	-	1793.0	1	Pdpn|Gp38|OTS-8|RANDAM-2|T1-alpha|T1a|T1alpha|RP23-348F1.2|4 E1|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
